Type,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,State,PetID,PhotoAmt,AdoptionSpeed,NotAdopted,mixed_breed,multi_color,FeeAsked,photo,desc_length,desc_word_count
dog,3,female,Brown,1,1,2,2,2,1,1,Perak,62550cf78,3.0,1,0,0,0,0,1,37,6
dog,2,male,Black,2,2,1,1,2,1,1,Selangor,701c5afba,1.0,1,0,1,1,0,1,17,3
cat,4,male,Yellow,1,1,1,1,3,1,1,Kuala Lumpur,d0fcfeb0f,5.0,1,0,1,1,0,1,100,18
dog,22,female,Cream,2,1,1,1,2,1,1,Selangor,7bce76c66,3.0,1,0,0,1,0,1,432,80
dog,60,female,Brown,1,3,1,1,1,1,1,Selangor,3b0b88ac2,3.0,1,0,0,0,0,1,12,2
dog,1,mixed,Black,2,2,2,2,2,1,4,Selangor,a88d34ee3,2.0,1,0,0,1,0,1,200,41
dog,3,male,Black,2,1,3,3,2,1,1,Selangor,061378b30,2.0,2,0,0,0,0,1,78,13
cat,3,female,Black,2,1,2,1,2,1,4,Selangor,fc1457818,5.0,2,0,1,1,0,1,630,128
cat,4,female,Cream,2,2,3,3,3,1,1,Kuala Lumpur,a27f0cc49,4.0,2,0,1,0,0,1,196,38
cat,13,female,Black,2,2,1,1,2,1,1,Selangor,728c78b39,3.0,1,0,0,1,0,1,563,107
cat,1,male,Black,1,1,3,3,3,1,1,Pulau Pinang,6c054c4ef,1.0,3,0,1,1,0,1,72,15
dog,5,female,Black,2,2,1,1,2,1,1,Selangor,d5b9e0322,8.0,1,0,0,0,0,1,245,42
dog,2,female,Black,2,2,2,1,2,1,1,Selangor,a2dc697f6,10.0,3,0,1,1,0,1,281,55
cat,1,mixed,Black,2,2,2,2,2,1,3,Kuala Lumpur,b04b200fa,4.0,1,0,1,1,0,1,120,24
dog,2,female,Brown,2,1,1,1,2,1,1,Selangor,be7b65c23,9.0,2,0,0,1,0,1,323,63
dog,36,female,Brown,2,1,1,1,1,1,1,Selangor,e37f4aa07,1.0,3,0,1,0,0,1,35,6
dog,2,female,Black,2,1,1,1,2,1,1,Selangor,7de2f688b,4.0,4,1,1,1,0,1,196,44
dog,2,female,Black,2,2,2,1,2,1,1,Selangor,e7020fa9a,4.0,2,0,1,1,0,1,12,2
cat,2,female,Black,2,1,2,1,2,1,1,Selangor,752491221,3.0,1,0,1,1,0,1,280,55
cat,8,male,Golden,2,1,1,1,1,1,1,Selangor,c2346525a,2.0,2,0,0,0,0,1,97,20
cat,2,female,Black,2,2,1,1,2,1,1,Selangor,bc7361016,4.0,3,0,1,1,0,1,43,8
cat,9,female,Brown,1,1,1,1,1,1,1,Kuala Lumpur,66201cf73,3.0,2,0,0,1,0,1,854,159
cat,6,female,Gray,2,1,3,3,3,1,1,Johor,b7359384d,4.0,2,0,1,0,0,1,331,65
dog,2,female,Black,2,1,2,2,2,1,3,Johor,be23e42d0,3.0,2,0,1,1,0,1,303,62
dog,18,female,Brown,2,1,1,1,1,1,1,Kuala Lumpur,1c59cecac,10.0,0,0,0,1,0,1,22,4
dog,14,male,Brown,3,2,1,1,1,1,1,Johor,e7e1904f4,3.0,0,0,1,0,0,1,24,5
cat,3,male,Black,1,1,2,2,2,1,2,Kedah,2e3bfe5a9,9.0,3,0,1,1,0,1,337,64
cat,2,male,White,2,1,2,1,2,1,1,Kuala Lumpur,13f07ee9a,2.0,1,0,1,0,0,1,130,22
dog,1,mixed,Black,3,1,2,1,2,1,20,Negeri Sembilan,d78d1dec0,5.0,4,1,1,1,1,1,180,37
cat,12,male,Black,2,2,1,1,1,1,1,Selangor,821bd9373,1.0,4,1,0,1,0,1,209,35
cat,12,female,Black,2,1,2,3,1,1,1,Selangor,720db9cb3,1.0,4,1,1,1,0,1,40,8
dog,1,female,Black,2,1,2,2,2,1,1,Selangor,0443d6f82,5.0,1,0,0,1,0,1,531,108
cat,9,male,Black,2,1,1,1,1,1,2,Selangor,67efce2e0,0.0,4,1,1,1,0,0,778,149
dog,2,female,Black,2,2,1,1,2,1,1,Selangor,fa1a30192,2.0,3,0,1,1,0,1,64,13
cat,2,mixed,Gray,1,2,2,2,2,1,4,Selangor,c675f3b10,7.0,2,0,1,1,0,1,501,104
cat,2,female,Brown,2,1,2,2,2,1,3,Kuala Lumpur,6e3d78857,4.0,1,0,1,1,0,1,20,4
dog,3,female,Brown,2,1,3,3,3,1,1,Selangor,d4d6997e3,2.0,1,0,1,0,0,1,70,14
dog,3,male,Cream,2,2,2,2,2,1,1,Pulau Pinang,d13d93f69,4.0,1,0,1,1,0,1,483,92
cat,6,female,Yellow,1,1,1,1,1,1,1,Johor,d8715d47e,6.0,4,1,1,0,1,1,1964,383
cat,3,male,Black,1,1,2,2,2,1,1,Kuala Lumpur,c15b3c9f1,1.0,2,0,0,1,0,1,82,13
dog,24,mixed,Black,2,1,2,2,1,1,2,Selangor,3bef75882,2.0,2,0,1,1,0,1,854,166
dog,3,male,Brown,3,1,2,2,3,1,1,Kuala Lumpur,60bf93971,3.0,2,0,1,0,0,1,118,23
dog,24,female,Brown,2,1,1,1,1,2,1,Selangor,e9eeadf82,2.0,4,1,1,0,1,1,146,26
dog,1,male,Brown,2,2,2,2,2,1,1,Selangor,a4530b1d0,1.0,1,0,1,1,0,1,104,21
dog,2,female,Black,2,2,2,1,2,1,1,Kuala Lumpur,da6bb3100,10.0,3,0,1,1,1,1,148,27
dog,2,male,Golden,2,2,1,1,2,1,1,Selangor,79669f807,1.0,2,0,1,0,0,1,290,56
dog,7,female,Brown,2,1,1,1,2,1,1,Kuala Lumpur,3af2b1473,1.0,3,0,1,0,0,1,418,82
cat,3,male,Black,1,3,2,2,2,1,1,Selangor,0f0f81a37,3.0,1,0,1,1,1,1,162,36
dog,1,female,Brown,2,1,2,2,2,1,1,Perak,b8976d821,2.0,3,0,1,0,0,1,202,41
dog,1,female,Black,2,1,1,1,2,1,1,Selangor,9eb98f34c,9.0,2,0,1,1,0,1,136,23
dog,55,male,Black,2,1,1,1,1,1,1,Selangor,e317b2a73,5.0,2,0,0,1,0,1,469,95
dog,2,female,Black,2,1,1,1,2,1,1,Selangor,ebd78e1d4,3.0,2,0,0,1,0,1,1475,277
dog,3,female,Black,2,2,1,1,1,1,1,Selangor,0822c54d5,3.0,3,0,1,1,0,1,509,108
dog,36,female,Golden,2,2,3,3,1,1,1,Selangor,4036e0e12,9.0,3,0,0,1,0,1,434,85
cat,1,female,Black,2,3,2,1,2,1,1,Selangor,f34d62be0,10.0,2,0,1,1,0,1,984,178
cat,6,female,Brown,2,2,2,2,2,1,1,Selangor,2a7b5edbf,3.0,4,1,0,1,0,1,254,58
cat,6,female,Brown,2,2,2,2,2,1,1,Kuala Lumpur,18042e473,3.0,1,0,1,1,0,1,358,66
cat,4,male,Brown,2,2,2,2,2,2,1,Selangor,dc99804de,4.0,1,0,0,0,0,1,276,55
dog,2,female,Brown,2,2,1,1,2,1,1,Selangor,0fb490c9b,3.0,1,0,1,1,0,1,393,77
dog,5,female,Black,2,1,1,1,2,1,1,Kuala Lumpur,284be445a,1.0,2,0,1,1,0,1,139,22
cat,20,male,Black,3,2,2,1,2,1,1,Selangor,a831df76b,4.0,1,0,1,1,0,1,297,48
dog,2,female,Brown,2,1,1,1,2,1,1,Kuala Lumpur,145883970,6.0,3,0,1,1,0,1,135,25
dog,7,male,Brown,2,2,1,3,3,1,1,Selangor,e3d9dc96d,1.0,1,0,1,1,0,1,30,6
cat,1,male,Black,2,1,2,1,2,1,1,Selangor,9a64e72cf,6.0,1,0,1,1,0,1,827,151
dog,2,female,Black,2,2,1,1,2,1,2,Perak,6e643eba1,5.0,4,1,1,1,0,1,1121,226
dog,1,female,Black,2,1,2,2,2,1,1,Negeri Sembilan,a1b3dafc9,1.0,3,0,1,0,0,1,109,20
cat,28,male,Black,3,3,1,1,2,1,1,Kuala Lumpur,fe88a5777,5.0,2,0,0,0,0,1,89,17
dog,24,female,Black,2,2,1,1,1,1,1,Selangor,bda2d149e,9.0,4,1,0,1,1,1,494,95
dog,2,female,Black,2,1,2,1,2,1,2,Pulau Pinang,6cb5381cb,2.0,2,0,1,1,0,1,66,12
dog,12,male,Brown,2,2,1,1,1,1,1,Selangor,366a03818,0.0,4,1,1,1,0,0,206,41
cat,4,male,Black,2,1,2,2,2,1,1,Selangor,732d546b4,4.0,4,1,1,1,0,1,81,15
dog,2,female,Black,2,2,1,1,2,1,1,Selangor,a8a8f95f6,4.0,2,0,1,1,0,1,242,45
cat,2,male,Yellow,1,1,1,1,2,1,1,Selangor,0b4bb9906,5.0,1,0,1,0,0,1,178,39
dog,1,female,Black,2,2,2,2,2,1,2,Johor,5eeb10b7a,4.0,1,0,1,0,0,1,167,29
dog,1,female,Black,1,1,2,2,2,1,1,Selangor,f03b04b1e,1.0,4,1,1,1,0,1,16,3
dog,5,female,Black,2,1,3,3,3,1,1,Selangor,a672ea96d,1.0,1,0,0,1,1,1,45,8
cat,22,female,Black,2,2,1,1,1,1,1,Pulau Pinang,4df43033d,7.0,4,1,1,0,0,1,282,57
cat,36,female,Black,2,2,1,1,1,1,1,Negeri Sembilan,d25638f81,4.0,4,1,1,1,0,1,473,95
dog,36,female,White,2,2,1,1,1,1,1,Kuala Lumpur,aafb75ee8,2.0,2,0,0,0,0,1,42,9
dog,8,male,Yellow,2,1,1,1,2,1,1,Kuala Lumpur,e9cf01a21,2.0,4,1,1,0,0,1,283,51
dog,10,female,White,2,1,2,1,1,1,1,Kuala Lumpur,1c74d62ed,2.0,4,1,1,0,0,1,65,12
dog,2,female,Brown,2,1,2,1,2,1,1,Selangor,2148c2ef6,4.0,4,1,1,1,0,1,1162,234
cat,2,male,Black,1,2,2,2,2,1,1,Kuala Lumpur,f0bb05fc7,4.0,4,1,1,1,0,1,117,18
dog,3,male,Black,2,1,3,1,3,1,1,Selangor,479500716,2.0,4,1,1,0,0,1,231,51
dog,3,female,Black,2,1,2,2,2,1,1,Pulau Pinang,1afdf61ec,2.0,3,0,1,1,0,1,137,24
cat,0,mixed,Black,2,1,3,1,1,1,18,Selangor,b4d0c60b6,10.0,4,1,1,1,0,1,968,189
dog,60,female,Black,1,2,3,1,1,1,1,Selangor,110d4487e,1.0,3,0,0,1,0,1,451,95
dog,2,male,Brown,2,1,1,1,2,1,1,Kuala Lumpur,27cede3cf,1.0,2,0,1,0,0,1,11,2
dog,2,mixed,Brown,2,1,2,2,2,1,6,Selangor,99dcd9020,5.0,4,1,1,1,0,1,16,3
cat,12,male,Brown,2,2,1,1,1,1,1,Selangor,4cb8fe436,2.0,1,0,1,1,0,1,320,67
dog,1,female,Black,2,2,2,1,2,1,1,Selangor,a13ed5e9d,1.0,3,0,1,1,0,1,14,3
cat,2,male,Golden,3,1,3,3,3,1,2,Pulau Pinang,7adc5209e,5.0,2,0,1,0,0,1,454,89
cat,2,mixed,White,2,1,2,1,2,1,3,Johor,0a8ee7520,4.0,1,0,1,0,0,1,411,80
dog,1,female,White,2,2,2,2,2,1,1,Perak,82aa52460,1.0,3,0,1,0,0,1,33,5
dog,24,female,White,3,1,3,3,1,2,1,Pulau Pinang,4c9f111f1,2.0,4,1,1,0,0,1,253,48
dog,3,female,Brown,2,1,1,1,1,1,1,Selangor,eb6c692dc,6.0,4,1,1,0,1,1,37,5
cat,2,mixed,Black,2,1,2,1,2,1,4,Kuala Lumpur,d096658bb,8.0,4,1,1,1,0,1,189,34
dog,2,male,Black,2,1,2,2,2,1,1,Selangor,109c4f5a8,7.0,3,0,1,1,0,1,234,46
cat,12,male,Black,1,2,3,3,3,1,1,Selangor,f8b702182,1.0,4,1,1,0,0,1,136,25
dog,12,female,Brown,2,2,2,1,2,1,1,Pulau Pinang,eb652ec07,1.0,4,1,1,0,0,1,23,4
dog,1,male,Brown,2,1,1,1,2,1,1,Selangor,026ebf139,1.0,3,0,1,0,0,1,219,40
cat,11,female,Black,2,1,1,1,1,1,1,Selangor,6c7c5555f,10.0,2,0,1,1,0,1,521,104
dog,74,male,Brown,2,2,3,1,3,1,1,Selangor,1a9733afb,2.0,2,0,0,1,0,1,319,70
dog,36,female,Brown,2,3,1,1,1,1,1,Selangor,1a54d4e92,3.0,3,0,0,1,0,1,248,50
dog,3,female,Brown,2,2,2,1,2,1,1,Selangor,8526200d3,3.0,3,0,1,1,0,1,14,3
dog,2,female,Black,2,1,1,1,2,1,1,Selangor,8df39788a,6.0,3,0,1,1,0,1,137,24
dog,3,female,Black,2,2,1,1,2,1,1,Selangor,045543730,4.0,3,0,1,1,0,1,150,30
dog,48,male,White,1,1,1,1,2,1,1,Kuala Lumpur,bf50b399e,1.0,1,0,0,0,0,1,40,7
cat,3,mixed,Brown,1,1,3,1,1,1,7,Kuala Lumpur,a05289ebd,5.0,3,0,1,1,1,1,93,16
dog,2,female,Black,2,1,1,1,1,1,1,Selangor,dee525fcd,8.0,3,0,1,1,0,1,614,117
dog,36,male,Brown,1,2,3,3,2,1,1,Selangor,ceed27182,3.0,2,0,0,0,0,1,190,39
cat,3,male,Black,2,3,2,1,2,1,1,Selangor,c0a9578bb,5.0,2,0,1,1,0,1,308,55
cat,4,female,Black,1,1,2,2,2,1,1,Selangor,66dda45c4,3.0,1,0,1,1,0,1,260,59
dog,2,mixed,Brown,2,1,2,2,2,1,5,Selangor,9c87d70e5,2.0,1,0,1,1,0,1,248,51
dog,1,male,Black,2,1,2,1,2,1,1,Pulau Pinang,4574e3de4,5.0,3,0,0,1,0,1,27,4
dog,60,male,Black,2,1,1,1,1,1,1,Kedah,794a45833,1.0,2,0,0,1,0,1,29,6
dog,2,female,Black,2,2,1,1,2,1,1,Selangor,800a7c025,1.0,2,0,1,0,0,1,244,50
dog,4,female,Black,2,2,1,1,2,1,1,Selangor,6c75b9082,4.0,4,1,1,1,0,1,215,42
cat,3,mixed,Black,3,2,1,1,2,1,4,Pulau Pinang,6dbc5c968,9.0,3,0,1,1,0,1,320,64
cat,2,female,Black,2,1,2,1,2,1,1,Kuala Lumpur,4dad8252f,1.0,1,0,1,1,0,1,35,5
dog,3,female,Golden,2,1,1,1,1,1,1,Pulau Pinang,3f9f466d1,7.0,4,1,1,0,0,1,81,15
dog,2,female,Black,2,2,2,2,2,1,1,Perak,8bf9a6b80,1.0,2,0,1,1,0,1,139,30
cat,1,female,White,1,2,2,1,2,1,1,Pahang,c43ecb3e1,10.0,1,0,1,0,0,1,310,58
dog,18,female,Black,2,1,1,1,1,1,1,Selangor,3a3ae56f1,3.0,4,1,1,0,0,1,137,15
cat,1,mixed,Black,1,2,2,2,2,1,2,Selangor,172332f53,1.0,4,1,1,1,0,1,165,31
cat,3,male,Golden,2,1,1,1,2,1,1,Selangor,01f7fdb78,0.0,2,0,1,0,1,0,108,21
cat,6,male,Gray,2,2,1,1,1,1,1,Selangor,9b721dcaf,5.0,2,0,1,1,1,1,679,137
cat,6,mixed,Golden,3,2,3,3,3,1,2,Selangor,e20655a10,10.0,2,0,0,1,0,1,574,115
dog,2,male,Black,2,1,1,1,2,1,1,Selangor,9718baba0,10.0,2,0,1,1,0,1,551,104
dog,24,female,Brown,2,1,3,3,3,1,1,Johor,cdd7aee45,6.0,3,0,1,0,0,1,825,157
cat,6,male,Black,2,1,3,3,3,1,1,Kuala Lumpur,86550c5dc,3.0,4,1,1,1,0,1,81,12
dog,2,female,Brown,2,2,2,1,2,1,1,Selangor,ba311fc1a,4.0,2,0,1,0,0,1,12,2
dog,48,male,Black,1,2,1,1,2,1,1,Kuala Lumpur,bb05c1ce8,0.0,1,0,0,0,0,0,160,31
dog,2,male,Brown,2,1,2,2,2,1,1,Johor,4060caeb1,3.0,1,0,1,0,1,1,18,3
cat,3,female,Gray,2,1,2,1,2,1,1,Johor,e54ee8e55,3.0,2,0,1,1,0,1,357,70
cat,1,mixed,Black,2,1,2,1,2,1,4,Pahang,166092e21,4.0,1,0,1,1,0,1,206,38
dog,53,male,White,2,2,1,3,3,1,1,Selangor,5a2c8a05f,1.0,4,1,1,0,0,1,134,25
cat,1,male,Black,1,1,2,2,2,1,1,Sabah,d3d47c67d,1.0,4,1,0,1,0,1,94,18
cat,7,male,Black,2,2,1,1,1,1,1,Selangor,8ba0c6894,10.0,4,1,1,1,0,1,239,44
cat,4,female,Black,1,1,2,2,2,1,1,Kuala Lumpur,71cc0a02e,3.0,2,0,1,0,0,1,348,73
dog,1,male,Brown,2,2,2,1,2,1,1,Selangor,75bbaa3fa,1.0,2,0,1,0,0,1,14,3
cat,1,male,Black,2,1,2,1,2,1,1,Kuala Lumpur,ca587cb42,4.0,2,0,1,1,0,1,795,158
dog,2,mixed,Black,1,1,2,1,2,1,2,Kuala Lumpur,b4eb7f4df,1.0,2,0,1,1,0,1,36,7
dog,48,male,Brown,2,1,3,3,3,1,1,Selangor,fd32ce3ef,1.0,4,1,1,0,0,1,54,11
dog,1,mixed,Black,2,1,3,3,3,1,2,Pulau Pinang,a15d8c8a8,1.0,4,1,1,1,0,1,55,12
cat,2,female,Gray,1,1,2,2,2,1,1,Kuala Lumpur,34cedf9bb,5.0,1,0,0,1,0,1,704,147
dog,1,male,Black,2,1,3,3,2,1,1,Selangor,ab599a6ac,7.0,2,0,0,1,0,1,230,49
dog,48,mixed,Brown,1,3,1,1,2,2,2,Johor,81da09ea9,5.0,2,0,0,1,1,1,821,153
cat,1,mixed,Black,1,1,2,2,2,1,4,Selangor,e736ab042,0.0,2,0,1,1,0,0,205,39
cat,3,female,Cream,2,1,1,1,1,1,1,Selangor,81a815ef5,1.0,4,1,1,1,1,1,107,21
dog,7,female,Brown,3,2,1,1,2,1,1,Selangor,0f122f712,1.0,1,0,0,0,0,1,12,2
dog,3,male,Black,2,1,1,1,2,1,1,Selangor,58a10d0cd,1.0,4,1,1,1,0,1,797,168
dog,1,female,Black,2,1,1,1,2,1,1,Selangor,3b1976326,6.0,2,0,1,1,0,1,136,23
cat,3,female,White,1,1,2,2,2,1,1,Pulau Pinang,30ea81bac,3.0,3,0,1,0,0,1,15,3
cat,3,female,Black,2,1,2,2,2,1,1,Selangor,35907f15e,3.0,2,0,1,1,0,1,106,16
dog,12,male,Black,2,2,3,3,1,1,1,Negeri Sembilan,bfb33b149,3.0,4,1,1,0,1,1,287,58
dog,2,female,Brown,2,1,1,1,2,1,1,Selangor,375905770,3.0,3,0,1,0,0,1,178,34
dog,2,female,Black,1,1,2,2,2,1,5,Selangor,9ec161c16,10.0,2,0,1,1,0,1,318,59
dog,3,female,Black,1,2,3,1,2,1,1,Selangor,19f38a3f0,1.0,4,1,0,1,0,1,278,54
dog,25,male,Gray,2,3,1,1,2,1,1,Selangor,e2f1f5377,2.0,1,0,0,1,1,1,16,3
cat,14,female,Brown,2,1,3,3,3,1,1,Selangor,0c17e1f32,2.0,1,0,1,0,0,1,200,44
dog,1,mixed,Black,3,2,2,1,2,1,12,Selangor,b912b1114,5.0,2,0,1,1,0,1,2897,555
dog,1,female,Brown,2,2,1,1,2,1,1,Selangor,bd9e9d9e2,1.0,3,0,1,0,0,1,12,2
cat,1,female,Brown,1,1,3,3,2,1,1,Selangor,241dd214b,1.0,4,1,1,1,1,1,149,28
dog,10,female,Black,2,2,1,1,2,1,1,Selangor,084874570,2.0,1,0,0,1,0,1,258,55
cat,7,male,Gray,2,1,2,1,2,1,2,Selangor,c1df421c4,3.0,4,1,1,1,0,1,72,13
cat,2,female,Black,1,1,2,2,2,1,2,Selangor,ab9f715ad,4.0,4,1,1,1,0,1,649,135
dog,1,female,Black,2,2,2,2,2,1,1,Kuala Lumpur,3cc84c2f8,5.0,1,0,1,1,0,1,288,55
cat,12,female,Black,2,2,1,1,1,1,1,Selangor,ee5583527,1.0,1,0,1,1,1,1,105,21
dog,84,male,Brown,2,2,1,1,1,2,1,Selangor,9a770c49a,1.0,4,1,0,1,0,1,1272,254
cat,3,male,Golden,2,1,2,2,2,1,1,Kuala Lumpur,e07812482,1.0,1,0,1,1,0,1,133,27
dog,6,female,Black,2,2,2,1,2,1,1,Selangor,997db5df5,4.0,4,1,1,0,0,1,518,101
cat,4,male,Black,1,1,1,1,2,1,2,Kuala Lumpur,301e16ab9,5.0,4,1,1,1,1,1,28,4
dog,8,male,Brown,2,1,1,1,2,1,1,Kuala Lumpur,8705145ca,10.0,2,0,1,0,0,1,377,76
cat,1,female,Black,2,1,2,2,2,1,3,Kuala Lumpur,6e3aad5f3,8.0,3,0,1,1,0,1,397,77
cat,1,female,Black,2,1,2,1,2,1,1,Selangor,75a11e0f8,3.0,0,0,1,1,0,1,46,10
cat,18,female,Cream,2,1,2,2,2,1,1,Kuala Lumpur,219a1308d,3.0,0,0,1,1,0,1,101,16
cat,2,female,Black,1,1,2,2,2,1,1,Selangor,915173d4d,2.0,4,1,1,1,0,1,163,30
cat,36,female,Black,2,2,2,2,1,1,1,Kuala Lumpur,c390140c3,4.0,4,1,1,1,0,1,196,39
dog,2,female,Brown,2,2,3,3,2,1,1,Selangor,81d97fa9f,2.0,3,0,1,1,0,1,121,21
dog,6,mixed,Black,2,2,1,3,3,1,2,Selangor,78b07d4e0,1.0,4,1,1,1,0,1,75,13
cat,2,male,Brown,1,1,2,2,2,1,1,Selangor,6cd1cac68,2.0,3,0,1,0,0,1,36,8
dog,1,female,Black,3,1,2,2,2,1,1,Kuala Lumpur,fb3bd80d1,9.0,1,0,1,1,1,1,559,105
cat,18,male,Yellow,2,1,1,1,1,1,1,Kuala Lumpur,51372ce91,1.0,4,1,1,0,0,1,305,62
dog,4,male,Black,3,2,2,1,2,1,1,Selangor,1a1283447,10.0,2,0,0,1,0,1,1144,218
cat,6,male,Black,2,1,2,2,2,1,2,Selangor,4831c683c,5.0,4,1,1,1,0,1,611,127
dog,2,male,Black,2,1,2,1,2,1,1,Perak,90592e40c,1.0,2,0,1,1,0,1,261,55
dog,4,female,Black,2,1,3,1,3,1,4,Kuala Lumpur,e4e5ea1d2,5.0,3,0,0,1,0,1,328,66
dog,2,female,Black,2,2,2,1,2,1,1,Selangor,e7a74fca8,4.0,3,0,1,1,0,1,12,2
dog,1,male,Black,2,2,2,2,2,1,1,Pulau Pinang,a5595a935,1.0,3,0,1,1,0,1,103,18
dog,2,male,Black,2,1,1,1,2,1,1,Selangor,c7575df7b,4.0,3,0,1,1,0,1,680,138
dog,8,male,Brown,2,1,2,2,2,1,1,Perak,e81c6347b,1.0,2,0,1,1,0,1,433,94
cat,1,mixed,Brown,2,2,1,1,2,1,20,Kuala Lumpur,7ee058c3d,5.0,4,1,1,1,0,1,136,23
cat,3,male,Golden,1,1,3,3,3,1,1,Selangor,4d999ee22,1.0,4,1,0,0,0,1,142,26
cat,3,male,Cream,2,1,1,1,2,1,1,Kuala Lumpur,0637293ec,3.0,1,0,1,0,0,1,759,147
cat,3,male,Black,2,3,1,1,2,1,1,Selangor,7ead795bb,2.0,2,0,1,0,1,1,564,114
cat,4,mixed,Yellow,2,2,2,2,2,1,2,Johor,691a8b7ea,5.0,3,0,0,1,0,1,160,32
cat,12,female,Brown,1,1,2,2,2,1,1,Selangor,fcd21f3ec,5.0,2,0,1,0,0,1,168,34
cat,0,mixed,Black,2,2,2,2,2,1,4,Selangor,9c31047a7,3.0,1,0,1,1,0,1,285,57
dog,72,female,Black,3,3,1,1,2,1,1,Perak,76d5726c4,4.0,1,0,0,1,0,1,442,89
cat,1,mixed,Brown,1,2,2,2,2,1,2,Selangor,03d59fc21,3.0,1,0,1,1,0,1,156,34
dog,1,mixed,Black,2,1,3,3,3,1,5,Selangor,1a9e7158e,10.0,1,0,1,1,0,1,1,0
cat,3,female,Black,1,1,1,1,2,1,1,Selangor,86afe98e6,4.0,4,1,0,1,0,1,400,75
cat,12,mixed,Black,2,2,3,3,3,1,4,Selangor,0eba8b0ad,1.0,4,1,1,1,0,1,227,44
dog,2,female,Brown,2,2,1,1,2,1,1,Selangor,d38bcdf49,1.0,3,0,1,0,0,1,170,35
dog,2,male,Black,2,1,3,3,2,1,1,Selangor,85a79f281,1.0,1,0,1,1,0,1,81,14
dog,4,female,Brown,2,2,3,1,3,1,1,Selangor,91c2159dd,3.0,4,1,1,1,0,1,468,95
dog,3,male,Brown,2,1,1,1,1,1,1,Selangor,91d6a2898,2.0,1,0,1,0,0,1,69,14
dog,4,male,Black,2,1,2,2,2,1,1,Kuala Lumpur,cfddf0c47,2.0,1,0,1,1,0,1,47,8
cat,3,female,Black,1,1,3,3,3,1,1,Kuala Lumpur,b102f525b,3.0,4,1,1,0,0,1,609,136
cat,4,male,Black,2,1,1,1,1,2,1,Selangor,dc1c9f8d5,5.0,3,0,1,0,0,1,331,57
cat,12,male,Golden,2,1,2,1,1,1,1,Kuala Lumpur,c96f9d3a8,10.0,2,0,0,1,1,1,1059,200
dog,36,male,Black,2,2,1,1,1,1,1,Selangor,072ae6d9e,2.0,1,0,0,1,0,1,218,40
cat,2,female,Black,2,3,2,1,2,1,1,Selangor,fa94b21d1,5.0,1,0,0,1,1,1,679,127
dog,4,female,White,2,1,1,1,2,1,1,Selangor,b5df81f99,1.0,1,0,1,0,0,1,245,48
dog,5,male,Black,1,2,1,1,2,1,1,Selangor,2c24655fe,10.0,1,0,0,1,0,1,24,4
cat,12,female,Black,2,2,2,1,2,1,1,Kuala Lumpur,c702e00d2,2.0,3,0,1,0,0,1,235,39
cat,5,male,Black,2,1,3,3,3,1,1,Selangor,95d2a0bdf,1.0,1,0,1,1,0,1,46,9
dog,2,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,c8208c3c9,4.0,1,0,1,1,0,1,271,51
dog,48,female,Brown,2,1,2,2,2,1,1,Selangor,9a9f6c753,4.0,4,1,0,0,0,1,818,167
dog,5,female,Brown,2,2,1,1,2,1,1,Selangor,92b89a666,3.0,4,1,1,0,0,1,14,3
dog,2,female,Brown,2,1,2,1,2,1,4,Perak,6819ce556,2.0,3,0,1,0,0,1,430,86
dog,5,female,Brown,1,1,3,3,3,1,1,Selangor,17bdf954a,3.0,4,1,1,0,0,1,151,26
cat,4,female,Brown,1,1,3,1,2,1,1,Kuala Lumpur,2bf834f39,7.0,2,0,1,1,0,1,232,41
dog,2,mixed,Black,2,2,2,2,2,1,6,Kuala Lumpur,53cd96ef8,1.0,1,0,0,1,0,1,78,16
dog,3,female,Brown,2,2,2,2,2,1,1,Selangor,da327c74b,5.0,4,1,1,0,0,1,37,7
cat,4,male,Black,1,1,2,2,2,1,1,Selangor,10a6c97d5,5.0,2,0,1,1,0,1,212,39
cat,5,male,Black,2,2,3,3,3,1,1,Selangor,f8d831236,1.0,1,0,1,0,0,1,25,5
cat,3,male,Yellow,1,1,1,1,2,1,1,Kuala Lumpur,75a4a14ac,6.0,2,0,1,0,0,1,64,9
cat,2,female,Black,2,1,2,2,2,1,1,Kuala Lumpur,df39a5468,4.0,2,0,1,1,0,1,185,40
cat,2,mixed,Black,2,2,2,2,2,1,2,Selangor,37f127385,2.0,2,0,0,1,0,1,177,32
dog,4,female,Brown,2,1,1,1,2,1,1,Selangor,878e36da4,3.0,3,0,1,0,0,1,45,8
dog,3,male,Black,3,1,1,1,2,1,2,Selangor,1ffe668f9,10.0,4,1,1,1,0,1,509,99
dog,12,female,Brown,2,1,1,1,1,1,1,Perak,9a2f44ddf,2.0,2,0,1,1,0,1,338,67
cat,4,female,Brown,1,1,2,1,2,2,1,Selangor,54e2508de,1.0,2,0,0,1,0,1,202,39
dog,5,male,White,2,1,1,1,1,1,1,Johor,432904c5d,0.0,4,1,1,0,0,0,27,4
dog,2,female,Black,2,1,1,1,2,1,1,Johor,d30b90a39,1.0,4,1,1,1,0,1,323,70
dog,2,female,Brown,2,1,3,3,2,1,1,Selangor,20559d623,4.0,3,0,0,0,0,1,116,21
